name,score,status
O=C(O)/C=C/C(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,4,PASS
Cl.O=C(NCCN1CCN(c2cccc3c2OC[C@H](CO)O3)CC1)c1ccc(F)cc1,4,PASS
COc1cc2c(cc1O)[C@@H]1Cc3ccc(O)c(OC)c3CN1CC2,4,PASS
CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1.O=C(O)/C=C\C(=O)O,4,PASS
CN1CCN(/C=C2\N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1.CS(=O)(=O)O,3,PASS
CNCCCCOc1ccccc1Cc1ccccc1.Cl,4,PASS
Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1.Cl,4,PASS
CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,4,PASS
CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN.Cl,4,PASS
CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1.Cl,3,PASS
NC(=O)CCCNC(=C1C=C(F)C=CC1=O)c1ccc(Cl)cc1,4,PASS
CNCCCC1c2ccccc2C=Cc2ccccc21.Cl,4,PASS
Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4,PASS
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1.O=C(O)/C=C/C(=O)O,4,PASS
CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1.O=C(O)/C=C\C(=O)O,4,PASS
CCCCCCCCCC(=O)OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(Cl)cc32)CC1,2,FAIL
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1.O=C(O)/C=C/C(=O)O,4,PASS
CN1C[C@H]2c3ccccc3Oc3ccc(Cl)cc3[C@@H]2C1.O=C(O)/C=C\C(=O)O,4,PASS
CN(C)CCO[C@]1(c2ccccc2)C[C@H]2CC[C@]1(C)C2(C)C.O=C(O)/C=C/C(=O)O,4,PASS
CNC/C=C(\c1ccc(Br)cc1)c1cccnc1,4,PASS
CC(=O)OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,4,PASS
O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,3,PASS
CO[C@H]1C[C@H](OC2C(C)=CC[C@@H]3C[C@@H](C[C@]4(C=C[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)[C@@H](O)[C@H]4OCC(=CC=C[C@@H]2C)[C@@]34O)O[C@@H](C)C1O[C@H]1C[C@H](OC)[C@@H](O)[C@H](C)O1,1,FAIL
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O,4,PASS
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1.O=C(O)/C=C\C(=O)O,4,PASS
[Cl-].[NH3+]CC/C=C1/c2ccccc2COc2ccccc21,4,PASS
CCCCCCCCCC(=O)OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,2,FAIL
CNCC/C=C1\c2ccccc2COc2ccccc21,4,PASS
CO[C@H]1C[C@H](OC2[C@H](C)O[C@@H](OC3C(C)=CCC4CC(C[C@]5(C=CC(C)C(C6CCCCC6)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)C5OCC(=CC=CC3C)C54O)C[C@@H]2OC)O[C@@H](C)C1O,1,FAIL
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2.O=C(O)/C=C\C(=O)O,4,PASS
CN(C)CC/C=C1/c2ccccc2CSc2ccccc21.Cl,3,PASS
CN(C)CC/C=C1\c2ccccc2COc2ccccc21.Cl,4,PASS
Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1.Cl,4,PASS
COCCCC/C(=N\OCCN)c1ccc(Cl)cc1,4,PASS
NC(=O)CCCN/C(=C1/C=C(F)C=CC1=O)c1ccc(Cl)cc1,4,PASS
O=C(O)/C=C\C(=O)O.c1ccc2nc(N3CCNCC3)ccc2c1,4,PASS
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC.Cl,4,PASS
CC(C)C[C@H](CN)CC(=O)O,4,PASS
OCCC1CCN(CC/C=C2\c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,3,PASS
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2.O=C(O)/C=C/C(=O)O,4,PASS
COCCCC/C(=N/OCCN)c1ccc(Cl)cc1,4,PASS
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.O=C(O)/C=C\C(=O)O,4,PASS
CNC/C=C(/c1ccc(Br)cc1)c1cccnc1,4,PASS
OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(Cl)cc32)CC1,4,PASS
COC1=CC(=O)OC(/C=C/c2ccccc2)C1,4,PASS
NC(=O)CCCN/C(=C1\C=C(F)C=CC1=O)c1ccc(Cl)cc1,4,PASS
CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2.O=C(O)/C=C\C(=O)O,4,PASS
CNCC/C=C1/c2ccccc2COc2ccccc21,4,PASS
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,4,PASS
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,4,PASS
CCOc1ccccc1O[C@@H](c1ccccc1)[C@H]1CNCCO1,4,PASS
OCCC1CCN(CC/C=C2/c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,3,PASS
CCCN1CCO[C@@H]2c3cc(O)ccc3OC[C@H]21,4,PASS
Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,4,PASS
NC(N)=NCCC[C@@H](NC(=O)C(c1ccccc1)c1ccccc1)C(=O)NCc1ccc(O)cc1,4,PASS
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21,3,PASS
CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,4,PASS
Cl.Cl.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1.O,2,FAIL
Cl.Cl.OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,2,FAIL
CN(C)CC/C=C1/c2ccccc2CSc2ccccc21,4,PASS
C[NH+](C)CC/C=C1/c2ccccc2CSc2ccccc21.[Cl-],4,PASS
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,3,PASS
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)/C=C\C(=O)O,4,PASS
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4,PASS
OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4,PASS
COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1,4,PASS
CN(C)CC/C=C1/c2ccccc2COc2ccccc21.Cl,4,PASS
Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,1,FAIL
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,3,PASS
O=C(O)/C=C/C(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,1,FAIL
COc1ccc2c(c1)[nH]c1c(C)nccc12,4,PASS
CC(C)CC(CN)CC(=O)O,4,PASS
CCCC(CCC)C(=O)[O-],4,PASS
NS(=O)(=O)c1cccc2c1c([N+](=O)[O-])cc1[nH]c(=O)c(=O)[nH]c12,4,PASS
Cl.OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,4,PASS
CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1,4,PASS
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC.Cl,4,PASS
C/N=C1/CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1.C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2.[Br-],3,PASS
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.CS(=O)(=O)O,4,PASS
CC[C@@H](N)Cc1cc(OC)c(C)cc1OC,4,PASS
CC[C@@H](N)Cc1cc(OC)c(C)cc1OC.Cl,4,PASS
CN1C[C@H]2c3ccccc3Oc3ccc(Cl)cc3[C@@H]2C1,4,PASS
C=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,4,PASS
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CN)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)O)C(C)C)[C@@H](C)O)[C@@H](C)O,1,FAIL
CN1CCN(/C=C2\N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1,4,PASS
CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,4,PASS
Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,4,PASS
O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3,PASS
CCCCCCCCCC(=O)OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,2,FAIL
Cc1cccc(C#Cc2ccccc2)n1,4,PASS
CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,4,PASS
COc1ccc(OC[C@H]2CN(C)CC[C@@H]2c2ccccc2)cc1,4,PASS
CC(C)CCOc1ccc(NC(=S)Nc2ccc(OCCC(C)C)cc2)cc1.Nc1ccc(C(=O)O)c(O)c1,2,FAIL
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl,3,PASS
COc1cc2c(cc1OC)[C@H]1Cc3ccc(OC)c(OC)c3CN1CC2,4,PASS
CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,4,PASS
CN(C)CC/C=C1\c2ccccc2COc2ccccc21,4,PASS
CN(C)CC/C=C1/c2ccccc2COc2ccccc21,4,PASS
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,3,PASS
CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21,3,PASS
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.[Cl-].[H+],4,PASS
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.[Cl-].[H+],4,PASS
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CC(O)CC2,4,PASS
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21.Cl,4,PASS
CC[C@H]1C[C@H]2C[C@H]3c4[nH]c5ccc(OC)cc5c4CCN(C2)[C@@H]13,4,PASS
CNCCC=C1c2ccccc2CCc2ccccc21.Cl,4,PASS
O=C(O)C=CC(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,1,FAIL
N[C@@H]1CC1c1ccccc1,4,PASS
N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,4,PASS
[Cl-].[Li+],4,PASS
CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13,4,PASS
CC[C@@H]1C[C@H]2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C31,4,PASS
CC12CCC(O)CC1CCC1C2CCC2(C)C(C(=O)CO)CCC12,4,PASS
Cl.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,4,PASS
CC(=O)N(C)C1(c2ccccc2)CCN(CCC[C@]2(c3ccc(Cl)c(Cl)c3)CCCN(C(=O)c3ccccc3)C2)CC1,2,FAIL
CN(C)CC(=O)C=C1c2ccccc2CCc2ccccc21.Cl,4,PASS
N[C@@]1(C(=O)O)CC[C@H]2[C@H](C(=O)O)[C@H]21,4,PASS
O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,4,PASS
CC[C@H]1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,4,PASS
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)[C@H]1COc2cccc(OC)c2C1.Cl,4,PASS
Br.c1ccc(C2(N3CCCCC3)CCCCC2)cc1,4,PASS
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1.Cl.Cl,4,PASS
CNCCCC12CCC(c3ccccc31)c1ccccc12.CS(=O)(=O)O,4,PASS
CC[C@H]1C[C@@H]2C[C@H]3c4[nH]c5ccc(OC)cc5c4CCN(C2)[C@@H]13,4,PASS
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)[C@@H]1COc2cccc(OC)c2C1,4,PASS
CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1.Cl,4,PASS
COc1ccc(OC[C@H]2CN(C)CC[C@@H]2c2ccccc2)cc1.Cl,4,PASS
C/N=C1/CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1.CN(C)CCC=C1c2ccccc2CCc2ccccc21,2,FAIL
CCC(N)Cc1cc(OC)c(C)cc1OC.Cl,4,PASS
O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.[K+].[K+].[OH-],4,PASS
CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,2,FAIL
CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN.Cl,4,PASS
NC(=O)[C@H]1CSCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCC(=O)N1,4,PASS
CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,4,PASS
NC(=O)N1c2ccccc2C=Cc2ccccc21.O.O,4,PASS
NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)C1CCC(=O)O1.O=C(O)CC(O)(CC(=O)O)C(=O)O,2,FAIL
N[C@@]1(C(=O)O)CC[C@H]2[C@H](C(=O)O)[C@H]21.O,4,PASS
CNc1cc(OC)c(C(=O)N[C@@H]2CCN(Cc3ccccc3)[C@@H]2C)cc1Cl,4,PASS
CCCCCCCCCC(=O)OC1(c2ccc(Br)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,2,FAIL
CCCC(CCC)C(=O)[O-].CCCC(CCC)C(=O)[O-].[Mg+2],4,PASS
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21.O=C(O)C(=O)O,4,PASS
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,4,PASS
COc1ccc(CC(C)N)cc1.Cl,4,PASS
Cc1ccc2c(c1)C1CN(C)CCC1N2.Cl.Cl,4,PASS
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,4,PASS
CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,4,PASS
CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1.CS(=O)(=O)O,4,PASS
CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,4,PASS
CCOC(=O)c1ncc2[nH]c3cccc(OCc4ccccc4)c3c2c1COC,4,PASS
CN1C(=O)N(C)C2C1N(C)C(=O)N2C,4,PASS
CC1(C)[C@H]2CC[C@]1(C)C(OC(=O)N[C@](C)(CC1CNc3ccccc31)C(=O)NC[C@H](NC(=O)CCC(=O)O)c1ccccc1)C2.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1,FAIL
Br.O=C(CC1CCN(CC2CC2)CC1)c1ccc(F)cc1,4,PASS
CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC,4,PASS
CCc1c(C)[nH]c2c1C(=O)[C@@H]1CN(C)CC[C@H]1C2,4,PASS
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C1COc2cccc(OC)c2C1,4,PASS
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C1COc2cccc(OC)c2C1.Cl,4,PASS
CNCCCN1c2ccccc2CCc2cc(O)ccc21,4,PASS
CN(C)CCO[C@]1(c2ccccc2)C[C@H]2CC[C@]1(C)C2(C)C,4,PASS
CCN(CC)CCc1ccc(OC)c(OCCc2ccccc2)c1.Cl,4,PASS
Cc1cc([C@@H]2CCCN2C)on1,4,PASS
O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,4,PASS
Cl.O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,4,PASS
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,4,PASS
NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)C1CCC(=O)O1,4,PASS
CC(C)c1ccc2c(c1)C(N1CCN(CCO)CC1)Cc1ccc(F)cc1S2,4,PASS
Cc1ccc2c(c1)c1c3n2CCNC3CCC1.Cl,4,PASS
CCCN1CCO[C@H]2c3cc(O)ccc3OC[C@@H]21,4,PASS
CCCCCCCCCCCCCCCC(=O)O.Cc1ccc2c(c1)[C@@]1(C)CN(C)CC[C@@]1(C)N2,3,PASS
NC1(C(=O)O)CCC2C(C(=O)O)C21,4,PASS
C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@H](NC(=O)CCC(=O)O)c1ccccc1,3,PASS
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@H](NC(=O)CCC(=O)O)c1ccccc1,1,FAIL
Cc1ccc2c(c1)[C@H]1CN(C)CC[C@H]1N2,4,PASS
Cc1ccc2c(c1)[C@H]1CN(C)CC[C@H]1N2.Cl.Cl,4,PASS
OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,4,PASS
Cc1nnc2ccc(-c3cccc(C(F)(F)F)c3)nn12,4,PASS
CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21,4,PASS
N#CC(c1ccccc1)c1ccc(N)cc1Cl,4,PASS
C=CCN1CCc2nc(N)sc2CC1.Cl.Cl,4,PASS
CCNC1C2CCC(C2)C1c1ccccc1.Cl,4,PASS
C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)CO)CC[C@@H]12,4,PASS
CCC1(N2CCCCC2)C(=O)NC(=O)NC1=O,4,PASS
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=S(=O)(O)CCS(=O)(=O)O,3,PASS
O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,4,PASS
c1cnc(N2CCNCC2)nc1,4,PASS
CCCC(CCC)C(=O)[O-].CCCC(CCC)C(=O)[O-].[Ca+2],4,PASS
COc1cc(CC(C)N)c(OC)cc1C,4,PASS
COc1cc(CC(C)N)c(OC)cc1C.Cl,4,PASS
C=CCc1ccc(O)c(-c2ccc(O)c(CC=C)c2)c1,4,PASS
COc1cc2c(cc1OC)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2,4,PASS
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,4,PASS
CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,4,PASS
COC(=O)C(CN)c1c[nH]c2ccc(OC)cc12,4,PASS
COC(=O)C(CN)c1c[nH]c2ccc(OC)cc12.Cl,4,PASS
CN(C)CC(=O)C=C1c2ccccc2CCc2ccccc21,4,PASS
Cl.Cl.OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,4,PASS
CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl,4,PASS
CCOc1ccccc1OCC1CNCCO1.Cl,4,PASS
Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C.Cl,4,PASS
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.Cl,4,PASS
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O,4,PASS
CS(=O)(=O)O.O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2ccccc2O1,4,PASS
CNC(C)Cc1ccc2c(c1)OCO2.Cl,4,PASS
Cl.O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,4,PASS
C=CCOc1ccccc1OCC(O)CNC(C)C.Cl,4,PASS
CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,4,PASS
Cc1ccc2c(c1)c1c3n2CCNC3CCC1,4,PASS
OCCC1CCN(CCC=C2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,3,PASS
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl,4,PASS
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,3,PASS
CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl,4,PASS
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl,4,PASS
Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,2,FAIL
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.Cl,4,PASS
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl,3,PASS
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl,3,PASS
COCc1c(C(=O)OC(C)C)ncc2[nH]c3ccc(OCc4ccccc4)cc3c12,3,PASS
CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,4,PASS
CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,4,PASS
CNC1Cc2ccccc2N(C)c2ccccc21,4,PASS
Cc1ccc2c(c1)C1CN(C)CCC1N2,4,PASS
CNCCCN1c2ccccc2CCc2ccccc21.Cl,4,PASS
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1.Cl.O,4,PASS
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1.Cl,3,PASS
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl,3,PASS
Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,4,PASS
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.Cl,4,PASS
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1.Cl,4,PASS
Cl.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,4,PASS
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,4,PASS
COc1cc(CC(C)N)c(OC)cc1Br,4,PASS
NNCCc1ccccc1.O=S(=O)(O)O,4,PASS
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,4,PASS
Cl.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,4,PASS
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,4,PASS
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1.Cl,3,PASS
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,4,PASS
O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1,4,PASS
O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,3,PASS
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,4,PASS
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl.O.O,4,PASS
O=C(NCCN1CCN(c2cccc3c2OC[C@H](CO)O3)CC1)c1ccc(F)cc1,4,PASS
O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,4,PASS
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,4,PASS
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1.Cl,4,PASS
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl,3,PASS
CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,3,PASS
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,4,PASS
CNC[C@H](O)CC12CCC(c3ccccc31)c1ccccc12,4,PASS
C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1,4,PASS
C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1.Cl.Cl,4,PASS
CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,2,FAIL
CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,4,PASS
C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,4,PASS
C1=Cc2cccc(OCC3CNCCO3)c2C1.Cl,4,PASS
c1ccc2c(CCC3CCNCC3)c[nH]c2c1,4,PASS
C[NH2+]CCCCOc1ccccc1Cc1ccccc1.[Cl-],4,PASS
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,4,PASS
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.Cl,4,PASS
CN1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,4,PASS
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,3,PASS
CNCC(O)CC12CCC(c3ccccc31)c1ccccc12,4,PASS
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,4,PASS
CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,4,PASS
